0,-0.006377748
0,-0.007630517
0,-0.007842025
0,-0.008330124
0,-0.009159876
0,-0.010428926
0,-0.011144793
0,-0.012511446
0,-0.012690413
0,-0.014317397
0,-0.014724132
0,-0.015342376
0,-0.012007087
0.004545455,-0.009192417
0.004545455,-0.008199959
0.004545455,-0.007044814
0.004545455,-0.004246405
0.009090909,-0.001480548
0.009090909,0.000601981
0.009090909,0.001708324
0.009090909,0.002896012
0.009090909,0.005531715
0.013636364,0.008216219
0.013636364,0.011161054
0.013636364,0.012657872
0.013636364,0.01413843
0.013636364,0.017408636
0.018181818,0.020646322
0.018181818,0.024079339
0.018181818,0.027674793
0.022727273,0.03140062
0.022727273,0.035012603
0.022727273,0.038803306
0.027272727,0.042870868
0.027272727,0.046840702
0.027272727,0.04892314
0.031818182,0.051152066
0.031818182,0.053397314
0.031818182,0.055658884
0.031818182,0.057822727
0.031818182,0.060019215
0.036363636,0.06219938
0.036363636,0.064395661
0.036363636,0.066608471
0.036363636,0.068918802
0.036363636,0.071033678
0.040909091,0.073213843
0.040909091,0.075377893
0.040909091,0.077541736
0.040909091,0.079884504
0.040909091,0.082146074
0.045454545,0.084277273
0.045454545,0.08663657
0.045454545,0.088897934
0.045454545,0.091013017
0.05,0.093355785
0.05,0.095633678
0.05,0.097960331
0.05,0.100205372
0.05,0.102369421
0.054545455,0.104630785
0.054545455,0.106989876
0.054545455,0.109300207
0.054545455,0.11162686
0.054545455,0.114018388
0.059090909,0.116410124
0.059090909,0.118655372
0.059090909,0.121030785
0.059090909,0.123259711
0.063636364,0.125553719
0.063636364,0.127782645
0.063636364,0.130044215
0.063636364,0.132208058
0.063636364,0.134453306
0.068181818,0.136633471
0.068181818,0.138780992
0.068181818,0.141107645
0.068181818,0.143271488
0.068181818,0.145467975
0.072727273,0.147713223
0.072727273,0.149925826
0.072727273,0.152057231
0.072727273,0.154253512
0.077272727,0.158434917
0.077272727,0.160582438
0.077272727,0.164715083
0.077272727,0.166830165
0.081818182,0.168945248
0.081818182,0.171125413
0.081818182,0.173370661
0.081818182,0.17550186
0.086363636,0.177747107
0.086363636,0.180057438
0.086363636,0.182221281
0.086363636,0.184450207
0.086363636,0.186630372
0.090909091,0.18892438
0.090909091,0.191169628
0.090909091,0.193366116
0.090909091,0.195578719
0.090909091,0.197872727
0.095454545,0.20010186
0.095454545,0.202347107
0.095454545,0.204771281
0.095454545,0.207260331
0.095454545,0.209570248
0.1,0.211913223
0.1,0.214289256
0.1,0.21664876
0.1,0.218958678
0.104545455,0.221349174
0.104545455,0.223758264
0.104545455,0.226051653
0.104545455,0.228183884
0.104545455,0.230427686
0.109090909,0.232803719
0.109090909,0.235049587
0.109090909,0.237309917
0.109090909,0.239522727
0.109090909,0.241801653
0.113636364,0.244095041
0.113636364,0.246340909
0.113636364,0.248617769
0.113636364,0.251057851
0.113636364,0.25328719
0.118181818,0.255466942
0.118181818,0.257826446
0.118181818,0.260121901
0.118181818,0.262382231
0.122727273,0.264725207
0.122727273,0.267132231
0.122727273,0.269411157
0.122727273,0.271623967
0.122727273,0.273754132
0.127272727,0.276080579
0.127272727,0.278409091
0.127272727,0.280605372
0.127272727,0.28289876
0.127272727,0.285338843
0.131818182,0.28764876
0.131818182,0.289764463
0.131818182,0.292123967
0.131818182,0.294530992
0.131818182,0.296987603
0.136363636,0.299283058
0.136363636,0.301609504
0.136363636,0.304066116
0.136363636,0.30647314
0.136363636,0.308799587
0.140909091,0.311095041
0.140909091,0.313452479
0.140909091,0.315778926
0.140909091,0.318188017
0.145454545,0.320514463
0.145454545,0.322987603
0.145454545,0.325330579
0.145454545,0.32757438
0.145454545,0.329933884
0.15,0.332309917
0.15,0.33475
0.15,0.337109504
0.15,0.339566116
0.15,0.341942149
0.154545455,0.344431818
0.154545455,0.346838843
0.154545455,0.349376033
0.154545455,0.351768595
0.159090909,0.354095041
0.159090909,0.356404959
0.159090909,0.35886157
0.159090909,0.361318182
0.159090909,0.363597107
0.163636364,0.36603719
0.163636364,0.368380165
0.163636364,0.370950413
0.163636364,0.373407025
0.163636364,0.375960744
0.168181818,0.378516529
0.168181818,0.381136364
0.168181818,0.383657025
0.168181818,0.386243802
0.168181818,0.388896694
0.172727273,0.391386364
0.172727273,0.394004132
0.172727273,0.396460744
0.172727273,0.398886364
0.172727273,0.401407025
0.177272727,0.403880165
0.177272727,0.406402893
0.177272727,0.408892562
0.177272727,0.411266529
0.181818182,0.413756198
0.181818182,0.41621281
0.181818182,0.418669421
0.181818182,0.421092975
0.181818182,0.42364876
0.186363636,0.426152893
0.186363636,0.428659091
0.186363636,0.43114876
0.186363636,0.433588843
0.186363636,0.43611157
0.190909091,0.43864876
0.190909091,0.441171488
0.190909091,0.443628099
0.190909091,0.44610124
0.190909091,0.448588843
0.195454545,0.451061983
0.195454545,0.453665289
0.195454545,0.45613843
0.195454545,0.45882438
0.195454545,0.461427686
0.2,0.46389876
0.2,0.466518595
0.2,0.469057851
0.2,0.47167562
0.204545455,0.474214876
0.204545455,0.476882231
0.204545455,0.479454545
0.204545455,0.48218595
0.204545455,0.484805785
0.209090909,0.487458678
0.209090909,0.49017562
0.209090909,0.492826446
0.209090909,0.495446281
0.209090909,0.498082645
0.213636364,0.500719008
0.213636364,0.503256198
0.213636364,0.505842975
0.213636364,0.508316116
0.218181818,0.510789256
0.218181818,0.513295455
0.218181818,0.515768595
0.218181818,0.518256198
0.218181818,0.520859504
0.222727273,0.523429752
0.222727273,0.526115702
0.222727273,0.528702479
0.222727273,0.531386364
0.222727273,0.53397314
